song_id,title,artist,mood,time_of_day,activity,youtube_link
444,"""I Remember Everything""",Zach Bryan featuring Kacey Musgraves,Comforting,evening,reflecting,https://www.youtube.com/watch?v=ZVVvJjwzl6c
445,"""One Right Now""",Post Malone and the Weeknd,Mysterious,afternoon,cooking,https://www.youtube.com/watch?v=Tc0tLGWIqxA
446,"""Cry Me a River""",Justin Timberlake,Mysterious,afternoon,reflecting,https://www.youtube.com/watch?v=DksSPZTZES0
447,"""Young Dumb & Broke""",Khalid,Joyful,afternoon,journaling,https://www.youtube.com/watch?v=IPfJnp1guPc
448,"""Colder Weather""",Zac Brown Band,Joyful,afternoon,commuting,https://www.youtube.com/watch?v=oouFE51HcqM
449,"""I Need a Doctor""",Dr. Dre featuring Eminem and Skylar Grey,Excited,evening,commuting,https://www.youtube.com/watch?v=VA770wpLX-Q
450,"""Contagious""",The Isley Brothers featuring R. Kelly and Chanté Moore,Mysterious,afternoon,exercising,https://www.youtube.com/watch?v=-qnSz6Lh5pY
451,"""Headlines""",Drake,Empowering,evening,journaling,https://www.youtube.com/watch?v=cimoNqiulUE
452,"""Backseat""",New Boyz featuring The Cataracs and Dev,Calm,evening,exercising,https://www.youtube.com/watch?v=herLMUn2-U0
453,"""Paper Planes""",M.I.A.,Romantic,evening,date,https://www.youtube.com/watch?v=ewRjZoRtu0Y
454,"""One of Them Girls""",Lee Brice,Joyful,night,cooking,https://www.youtube.com/watch?v=CpkZfkxdj2c
455,"""Ms. Jackson""",Outkast,Calm,afternoon,exercising,https://www.youtube.com/watch?v=MYxAiK6VnXw
456,"""Let's Get It Started""",The Black Eyed Peas,Joyful,night,cooking,https://www.youtube.com/watch?v=IKqV7DB8Iwg
457,"""Like That""","Future, Metro Boomin and Kendrick Lamar",Empowering,evening,reflecting,https://www.youtube.com/watch?v=N9bKBAA22Go
458,"""Tipsy""",J-Kwon,Empowering,afternoon,date,https://www.youtube.com/watch?v=VwXeN2FsE7w
459,"""Close""",Nick Jonas featuring Tove Lo,Comforting,evening,cooking,https://www.youtube.com/watch?v=XgJFqVvb2Ws
460,"""Middle Child""",J. Cole,Empowering,morning,relaxing,https://www.youtube.com/watch?v=WILNIXZr2oc
461,"""All the Small Things""",Blink-182,Cathartic,evening,exercising,https://www.youtube.com/watch?v=9Ht5RZpzPqw
462,"""Everyday We Lit""",YFN Lucci featuring PnB Rock,Romantic,afternoon,journaling,https://www.youtube.com/watch?v=44Vk5KyQbiA
463,"""O""",Omarion,Nostalgic,night,cooking,https://www.youtube.com/watch?v=BZfgJsNwmjM
464,"""This Is the Night""",Clay Aiken,Empowering,night,commuting,https://www.youtube.com/watch?v=p7hzXU46XJk
465,"""Rock Yo Hips""",Crime Mob and Lil' Scrappy,Comforting,afternoon,cooking,https://www.youtube.com/watch?v=TIXU2Nlo-Rs
466,"""Me, Myself and I""",Beyoncé,Calm,morning,relaxing,https://www.youtube.com/watch?v=4S37SGxZSMc
467,"""Foolish""",Ashanti,Melancholic,evening,date,https://www.youtube.com/watch?v=gUPrnu3BEU8
468,"""Big Shit Poppin' (Do It)""",T.I.,Mysterious,morning,exercising,https://www.youtube.com/watch?v=uVMYFfBo3g8
469,"""Please Me""",Cardi B and Bruno Mars,Mysterious,evening,relaxing,https://www.youtube.com/watch?v=3y-O-4IL-PU
470,"""Después de la Playa""",Bad Bunny,Calm,afternoon,date,https://www.youtube.com/watch?v=a5rlgE6dcBY
471,"""Don't Mess with My Man""",Nivea featuring Jagged Edge,Cathartic,morning,reflecting,https://www.youtube.com/watch?v=zjCBO_2csIE
472,"""Sugar (Gimme Some)""","Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green",Excited,evening,cooking,https://www.youtube.com/watch?v=zVj2ETmk-EE
473,"""All Eyes on You""",Meek Mill featuring Chris Brown and Nicki Minaj,Nostalgic,night,reflecting,https://www.youtube.com/watch?v=ut9ThAbfde0
474,"""Here Is Gone""",Goo Goo Dolls,Excited,morning,journaling,https://www.youtube.com/watch?v=tNtN83-vQmw
475,"""SexyBack""",Justin Timberlake featuring Timbaland,Romantic,afternoon,reflecting,https://www.youtube.com/watch?v=3gOHvDP_vCs
476,"""Plug Walk""",Rich the Kid,Joyful,morning,reflecting,https://www.youtube.com/watch?v=ToY6sjSV8h8
477,"""Redrum""",21 Savage,Excited,afternoon,reflecting,https://www.youtube.com/watch?v=U4mADkt6o-M
478,"""Shake Ya Ass""",Mystikal,Comforting,night,commuting,https://www.youtube.com/watch?v=Ic28JniSYY4
479,"""Lighters""",Bad Meets Evil featuring Bruno Mars,Excited,night,cooking,https://www.youtube.com/watch?v=YWt4wmZ_EMI
480,"""WAP""",Cardi B featuring Megan Thee Stallion,Empowering,night,journaling,https://www.youtube.com/watch?v=hsm4poTWjMs
481,"""Attention""",Charlie Puth,Calm,afternoon,reflecting,https://www.youtube.com/watch?v=nfs8NYg7yQM
482,"""Don't Stop the Music""",Rihanna,Mysterious,morning,cooking,https://www.youtube.com/watch?v=yd8jh9QYfEs
483,"""Someone You Loved""",Lewis Capaldi,Calm,evening,reflecting,https://www.youtube.com/watch?v=zABLecsR5UE
484,"""Life After You""",Daughtry,Calm,evening,reflecting,https://www.youtube.com/watch?v=Cvm2OYF2p7E
485,"""Youngblood""",5 Seconds of Summer,Romantic,night,reflecting,https://www.youtube.com/watch?v=-RJSbO8UZVY
486,"""Hell of a View""",Eric Church,Romantic,night,journaling,https://www.youtube.com/watch?v=BIBMEMUbZVg
487,"""Savin' Me""",Nickelback,Romantic,morning,reflecting,https://www.youtube.com/watch?v=_JQiEs32SqQ
488,"""King of Anything""",Sara Bareilles,Cathartic,night,reflecting,https://www.youtube.com/watch?v=eR7-AUmiNcA
489,"""Snow (Hey Oh)""",Red Hot Chili Peppers,Cathartic,morning,exercising,https://www.youtube.com/watch?v=yuFI5KSPAt4
490,"""Lovin' on You""",Luke Combs,Romantic,morning,date,https://www.youtube.com/watch?v=G4JKLH929B0
491,"""A Milli""",Lil Wayne,Calm,night,relaxing,https://www.youtube.com/watch?v=1Vf4mMCpNY0
492,"""Bebe Dame""",Fuerza Regida and Grupo Frontera,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=Oie--p6YqJo
493,"""Buttons""",Pussycat Dolls featuring Snoop Dogg,Romantic,morning,journaling,https://www.youtube.com/watch?v=VCLxJd1d84s
494,"""Tomorrow 2""",GloRilla and Cardi B,Nostalgic,afternoon,commuting,https://www.youtube.com/watch?v=zwa7NzNBQig
495,"""Speed of Sound""",Coldplay,Mysterious,morning,commuting,https://www.youtube.com/watch?v=0k_1kvDh2UA
496,"""Truck Bed""",Hardy,Nostalgic,morning,journaling,https://www.youtube.com/watch?v=ZUKTn7UWO54
497,"""Rockstar""",Nickelback,Melancholic,morning,cooking,https://www.youtube.com/watch?v=DmeUuoxyt_E
498,"""Worth It""",YK Osiris,Excited,evening,exercising,https://www.youtube.com/watch?v=nPiFfJ0UTqE
499,"""Good as Hell""",Lizzo,Empowering,morning,exercising,https://www.youtube.com/watch?v=SmbmeOgWsqE
500,"""Fancy Like""",Walker Hayes,Nostalgic,afternoon,cooking,https://www.youtube.com/watch?v=G_zuB-ogIBw
501,"""That's What I Like""",Bruno Mars,Melancholic,afternoon,relaxing,https://www.youtube.com/watch?v=PMivT7MJ41M
502,"""First Class""",Jack Harlow,Excited,evening,relaxing,https://www.youtube.com/watch?v=yQBImEeXNZ4
503,"""Feels""","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",Comforting,evening,reflecting,https://www.youtube.com/watch?v=ozv4q2ov3Mk
504,"""Lies Lies Lies""",Morgan Wallen,Melancholic,afternoon,reflecting,https://www.youtube.com/watch?v=aN7WCsC9nkI
505,"""Cyclone""",Baby Bash featuring T-Pain,Excited,morning,cooking,https://www.youtube.com/watch?v=y-1575pG-kc
506,"""Saturn""",SZA,Empowering,morning,journaling,https://www.youtube.com/watch?v=V2G8ESoDXm8
507,"""Caramel""",City High featuring Eve,Comforting,evening,exercising,https://www.youtube.com/watch?v=kwA742VJ-7c
508,"""1 Thing""",Amerie,Nostalgic,morning,reflecting,https://www.youtube.com/watch?v=bbqVg_23otg
509,"""Sum 2 Prove""",Lil Baby,Melancholic,night,exercising,https://www.youtube.com/watch?v=xOjy0tL5EuA
510,"""2 Step""",Unk,Empowering,evening,cooking,https://www.youtube.com/watch?v=kvhHVUN-sFA
511,"""Still Fly""",Big Tymers,Calm,afternoon,journaling,https://www.youtube.com/watch?v=9iCd6UHR-3I
512,"""Happy""",Pharrell Williams,Calm,evening,relaxing,https://www.youtube.com/watch?v=ZbZSe6N_BXs
513,"""Running Up That Hill (A Deal with God)""",Kate Bush,Joyful,morning,date,https://www.youtube.com/watch?v=wp43OdtAAkM
514,"""In My Feelings""",Drake,Nostalgic,afternoon,relaxing,https://www.youtube.com/watch?v=DRS_PpOrUZ4
515,"""When the Party's Over""",Billie Eilish,Joyful,evening,commuting,https://www.youtube.com/watch?v=pbMwTqkKSps
516,"""So What""",Field Mob featuring Ciara,Excited,morning,cooking,https://www.youtube.com/watch?v=4A5OHPLyW3s
517,"""Put That Woman First""",Jaheim,Joyful,morning,commuting,https://www.youtube.com/watch?v=V3M723634Rc
518,"""I Hate This Part""",Pussycat Dolls,Joyful,afternoon,relaxing,https://www.youtube.com/watch?v=S97MaG3kOMY
519,"""Best Thing I Never Had""",Beyoncé,Romantic,morning,exercising,https://www.youtube.com/watch?v=FHp2KgyQUFk
520,"""The London""","Young Thug, J. Cole and Travis Scott",Excited,night,journaling,https://www.youtube.com/watch?v=G8Hp-AKrfm0
521,"""Thnks fr th Mmrs""",Fall Out Boy,Romantic,afternoon,exercising,https://www.youtube.com/watch?v=onzL0EM1pKY
522,"""Low Life""",Future featuring The Weeknd,Calm,afternoon,journaling,https://www.youtube.com/watch?v=K_9tX4eHztY
523,"""Slide""",Calvin Harris featuring Frank Ocean and Migos,Melancholic,evening,commuting,https://www.youtube.com/watch?v=8Ee4QjCEHHc
524,"""Your Love""",Nicki Minaj,Melancholic,morning,reflecting,https://www.youtube.com/watch?v=pSFyrrhKj1Q
525,"""La Tortura""",Shakira featuring Alejandro Sanz,Melancholic,night,reflecting,https://www.youtube.com/watch?v=Dsp_8Lm1eSk
526,"""Already Gone""",Kelly Clarkson,Empowering,night,relaxing,https://www.youtube.com/watch?v=f0T3WAbU6tg
527,"""No Letting Go""",Wayne Wonder,Comforting,afternoon,relaxing,https://www.youtube.com/watch?v=3YSUvYDJ6R4
528,"""Get Back""",Ludacris,Excited,night,date,https://www.youtube.com/watch?v=5yt849wJyVk
529,"""Like You'll Never See Me Again""",Alicia Keys,Cathartic,morning,journaling,https://www.youtube.com/watch?v=xPvwDcrT6rU
530,"""Heathens""",Twenty One Pilots,Empowering,evening,exercising,https://www.youtube.com/watch?v=UprcpdwuwCg
531,"""The Way I Live""",Baby Boy da Prince,Mysterious,evening,commuting,https://www.youtube.com/watch?v=wvh5KeZ-85A
532,"""Peaches & Eggplants""",Young Nudy featuring 21 Savage,Mysterious,evening,reflecting,https://www.youtube.com/watch?v=pGsetzZscws
533,"""If You're Not the One""",Daniel Bedingfield,Melancholic,morning,journaling,https://www.youtube.com/watch?v=j6nevGNYTkA
534,"""Slow Jamz""",Twista featuring Kanye West and Jamie Foxx,Romantic,night,reflecting,https://www.youtube.com/watch?v=jI-w4gvkCkQ
535,"""Yummy""",Justin Bieber,Empowering,evening,commuting,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
536,"""Unwell""",Matchbox Twenty,Comforting,evening,cooking,https://www.youtube.com/watch?v=WziA88-n02k
537,"""Ice Box""",Omarion,Melancholic,evening,date,https://www.youtube.com/watch?v=jQybgJCswF0
538,"""Black and Yellow""",Wiz Khalifa,Cathartic,night,commuting,https://www.youtube.com/watch?v=UePtoxDhJSw
539,"""Till the World Ends""",Britney Spears,Comforting,afternoon,commuting,https://www.youtube.com/watch?v=qzU9OrZlKb8
540,"""Jaded""",Aerosmith,Calm,evening,commuting,https://www.youtube.com/watch?v=qbexOeoH5hg
541,"""Love Lockdown""",Kanye West,Mysterious,evening,date,https://www.youtube.com/watch?v=HZwMX6T5Jhk
542,"""Maria Maria""",Santana featuring The Product G&B,Joyful,afternoon,exercising,https://www.youtube.com/watch?v=nPLV7lGbmT4
543,"""Style""",Taylor Swift,Comforting,evening,reflecting,https://www.youtube.com/watch?v=-CmadmM5cOk
544,"""Jenny from the Block""",Jennifer Lopez featuring Jadakiss and Styles P,Romantic,morning,commuting,https://www.youtube.com/watch?v=RciKM866Rhk
545,"""La Bebé""",Yng Lvcas and Peso Pluma,Empowering,night,exercising,https://www.youtube.com/watch?v=3mchJ-EW9rM
546,"""Rollout (My Business)""",Ludacris,Empowering,morning,exercising,https://www.youtube.com/watch?v=t21DFnu00Dc
547,"""Sick of Being Lonely""",Field Mob,Comforting,night,journaling,https://www.youtube.com/watch?v=0BVwgRTISOQ
548,"""Puffin on Zootiez""",Future,Joyful,evening,reflecting,https://www.youtube.com/watch?v=H8E0WIy_vFc
549,"""My Band""",D12,Romantic,morning,date,https://www.youtube.com/watch?v=ttWQK5VXskA
550,"""We Thuggin'""",Fat Joe featuring R. Kelly,Comforting,night,reflecting,https://www.youtube.com/watch?v=eDunquvybTA
551,"""Work It""",Missy Elliott,Melancholic,afternoon,cooking,https://www.youtube.com/watch?v=cjIvu7e6Wq8
552,"""Meant to Be""",Bebe Rexha featuring Florida Georgia Line,Joyful,night,relaxing,https://www.youtube.com/watch?v=zDo0H8Fm7d0
553,"""Move Along""",The All-American Rejects,Empowering,morning,journaling,https://www.youtube.com/watch?v=XleOkGsYgO8
554,"""Wild as Her""",Corey Kent,Melancholic,evening,relaxing,https://www.youtube.com/watch?v=uUTpppM8xOQ
555,"""Whatcha Say""",Jason Derulo,Nostalgic,evening,journaling,https://www.youtube.com/watch?v=pBI3lc18k8Q
556,"""Numb""",Linkin Park,Mysterious,night,relaxing,https://www.youtube.com/watch?v=kXYiU_JCYtU
557,"""Rock the Boat""",Aaliyah,Nostalgic,night,exercising,https://www.youtube.com/watch?v=3HSJU5fDg0A
558,"""God's Plan""",Drake,Cathartic,night,exercising,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
559,"""I Love You""",Faith Evans,Comforting,evening,cooking,https://www.youtube.com/watch?v=ybToZTdi8ak
560,"""Overnight Celebrity""",Twista,Nostalgic,morning,cooking,https://www.youtube.com/watch?v=I177W0XJlT4
561,"""Same Old Love""",Selena Gomez,Joyful,evening,reflecting,https://www.youtube.com/watch?v=9h30Bx4Klxg
562,"""Congratulations""",Post Malone featuring Quavo,Excited,afternoon,reflecting,https://www.youtube.com/watch?v=SC4xMk98Pdc
563,"""Can't Let You Go""",Fabolous featuring Lil' Mo and Mike Shorey,Empowering,night,exercising,https://www.youtube.com/watch?v=z4gXkpt6jPE
564,"""Adore You""",Harry Styles,Comforting,night,journaling,https://www.youtube.com/watch?v=VF-r5TtlT9w
565,"""Chain Hang Low""",Jibbs,Nostalgic,morning,relaxing,https://www.youtube.com/watch?v=4SBN_ikibtg
566,"""Jesus Walks""",Kanye West,Calm,night,cooking,https://www.youtube.com/watch?v=MYF7H_fpc-g
567,"""I Wrote the Book""",Morgan Wallen,Romantic,night,journaling,https://www.youtube.com/watch?v=myFjdIpTZS0
568,"""Lips of an Angel""",Hinder,Nostalgic,evening,exercising,https://www.youtube.com/watch?v=RiSfTyrvJlg
569,"""Thought You Should Know""",Morgan Wallen,Melancholic,evening,reflecting,https://www.youtube.com/watch?v=Dw9VmOLwxoM
570,"""Loyalty""",Kendrick Lamar featuring Rihanna,Romantic,evening,cooking,https://www.youtube.com/watch?v=Dlh-dzB2U4Y
571,"""Our Song""",Taylor Swift,Empowering,night,date,https://www.youtube.com/watch?v=Jb2stN7kH28
572,"""Do Re Mi""",Blackbear,Nostalgic,night,reflecting,https://www.youtube.com/watch?v=dfzlUHOFQ5k
573,"""Far Away""",Nickelback,Romantic,morning,cooking,https://www.youtube.com/watch?v=j4y-RzVGrHg
574,"""Pimpin' All Over the World""",Ludacris featuring Bobby Valentino,Calm,morning,journaling,https://www.youtube.com/watch?v=HXLCOIcb41Y
575,"""Laugh Now Cry Later""",Drake featuring Lil Durk,Excited,evening,relaxing,https://www.youtube.com/watch?v=JFm7YDVlqnI
576,"""'Til You Can't""",Cody Johnson,Romantic,night,commuting,https://www.youtube.com/watch?v=v2LixP7n_hM
577,"""It's a Great Day to Be Alive""",Travis Tritt,Melancholic,evening,journaling,https://www.youtube.com/watch?v=6IKJa4ok83M
578,"""Austin""",Blake Shelton,Cathartic,night,commuting,https://www.youtube.com/watch?v=bb1DTsxBOfE
579,"""Crank That (Soulja Boy)""",Soulja Boy Tell 'Em,Empowering,evening,reflecting,https://www.youtube.com/watch?v=8UFIYGkROII
580,"""Love Galore""",SZA featuring Travis Scott,Cathartic,afternoon,commuting,https://www.youtube.com/watch?v=hHXfCOjb3fk
581,"""Meltdown""",Travis Scott featuring Drake,Mysterious,afternoon,relaxing,https://www.youtube.com/watch?v=LuKm4L9ryB0
582,"""Forever After All""",Luke Combs,Romantic,evening,journaling,https://www.youtube.com/watch?v=TDpOcp98b5k
583,"""The House That Built Me""",Miranda Lambert,Empowering,afternoon,exercising,https://www.youtube.com/watch?v=DQYNM6SjD_o
584,"""Track Star""",Mooski,Melancholic,morning,reflecting,https://www.youtube.com/watch?v=KPfcycMj8BE
585,"""Good Morning Beautiful""",Steve Holy,Melancholic,morning,reflecting,https://www.youtube.com/watch?v=PrKsALmazLA
586,"""Walk Me Home""",Pink,Cathartic,afternoon,date,https://www.youtube.com/watch?v=J1OsKJW51HY
587,"""Live Your Life""",T.I. featuring Rihanna,Romantic,evening,relaxing,https://www.youtube.com/watch?v=koVHN6eO4Xg
588,"""Slow It Down""",Benson Boone,Nostalgic,afternoon,reflecting,https://www.youtube.com/watch?v=f4Y3b7un4LE
589,"""Flying Without Wings""",Ruben Studdard,Excited,night,exercising,https://www.youtube.com/watch?v=oheEvnxkO5M
590,"""Hey Baby""",No Doubt featuring Bounty Killer,Comforting,night,commuting,https://www.youtube.com/watch?v=wt1YkGO2Ieo
591,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,Romantic,evening,exercising,https://www.youtube.com/watch?v=Q9pjm4cNsfc
592,"""Bam Bam""",Camila Cabello featuring Ed Sheeran,Mysterious,evening,date,https://www.youtube.com/watch?v=-8VfKZCOo_I
593,"""Closer""",The Chainsmokers featuring Halsey,Joyful,night,exercising,https://www.youtube.com/watch?v=0zGcUoRlhmw
594,"""Lonely""",Akon,Cathartic,evening,exercising,https://www.youtube.com/watch?v=6EEW-9NDM5k
595,"""In Those Jeans""",Ginuwine,Empowering,night,journaling,https://www.youtube.com/watch?v=53JQz0ON--o
596,"""Damaged""",Danity Kane,Melancholic,afternoon,relaxing,https://www.youtube.com/watch?v=P8IBg0mVJ5Y
597,"""Talking Body""",Tove Lo,Melancholic,morning,date,https://www.youtube.com/watch?v=AzRyxGBGiAE
598,"""Say Something""",A Great Big World and Christina Aguilera,Comforting,night,reflecting,https://www.youtube.com/watch?v=-2U0Ivkn2Ds
599,"""What Goes Around... Comes Around""",Justin Timberlake,Joyful,morning,journaling,https://www.youtube.com/watch?v=TOrnUquxtwA
600,"""There You Go""",Pink,Calm,evening,date,https://www.youtube.com/watch?v=66LnhtnSoKc
601,"""Hot n Cold""",Katy Perry,Nostalgic,morning,date,https://www.youtube.com/watch?v=kTHNpusq654
602,"""DJ Got Us Fallin' in Love""",Usher featuring Pitbull,Cathartic,evening,commuting,https://www.youtube.com/watch?v=C-dvTjK_07c
603,"""Clout""",Offset featuring Cardi B,Nostalgic,afternoon,relaxing,https://www.youtube.com/watch?v=mt2zvsvkKKo
604,"""Every Chance I Get""",DJ Khaled featuring Lil Baby and Lil Durk,Melancholic,night,relaxing,https://www.youtube.com/watch?v=BTivsHlVcGU
605,"""Give Me That""",Webbie featuring Bun B,Nostalgic,night,journaling,https://www.youtube.com/watch?v=mdmhlPENpVg
606,"""Slide""",H.E.R. featuring YG,Cathartic,afternoon,cooking,https://www.youtube.com/watch?v=SUJloylmEZM
607,"""Latch""",Disclosure featuring Sam Smith,Romantic,evening,commuting,https://www.youtube.com/watch?v=93ASUImTedo
608,"""When the Sun Goes Down""",Kenny Chesney and Uncle Kracker,Cathartic,evening,journaling,https://www.youtube.com/watch?v=eGLdbpmXrbQ
609,"""Run This Town""",Jay-Z featuring Rihanna and Kanye West,Joyful,morning,date,https://www.youtube.com/watch?v=ztygmWtWCjQ
610,"""In the End""",Linkin Park,Joyful,afternoon,journaling,https://www.youtube.com/watch?v=eVTXPUF4Oz4
611,"""Hit the Quan""",iLoveMemphis,Empowering,night,journaling,https://www.youtube.com/watch?v=JrCUEjSzLAk
612,"""Let It Go""",Idina Menzel,Melancholic,afternoon,commuting,https://www.youtube.com/watch?v=YVVTZgwYwVo
613,"""Adore You""",Miley Cyrus,Romantic,afternoon,date,https://www.youtube.com/watch?v=W1tzURKYFNs
614,"""Despacito (Remix)""",Luis Fonsi and Daddy Yankee featuring Justin Bieber,Romantic,afternoon,cooking,https://www.youtube.com/watch?v=dr_GAJZviR0
615,"""No Brainer""","DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",Nostalgic,night,reflecting,https://www.youtube.com/watch?v=kxloC1MKTpg
616,"""London Bridge""",Fergie,Excited,night,date,https://www.youtube.com/watch?v=WD33ii01kXI
617,"""One Thing at a Time""",Morgan Wallen,Joyful,evening,journaling,https://www.youtube.com/watch?v=aKA4wH3Mg7Y
618,"""No Tears Left to Cry""",Ariana Grande,Empowering,afternoon,date,https://www.youtube.com/watch?v=ffxKSjUwKdU
619,"""Ric Flair Drip""",Offset and Metro Boomin,Empowering,evening,commuting,https://www.youtube.com/watch?v=LPTlvQ1Zet0
620,"""Down""",Marian Hill,Calm,night,reflecting,https://www.youtube.com/watch?v=DpMfP6qUSBo
621,"""Love in This Club""",Usher featuring Young Jeezy,Cathartic,morning,commuting,https://www.youtube.com/watch?v=cB5e0zHRzHc
622,"""I Hate U""",SZA,Comforting,morning,reflecting,https://www.youtube.com/watch?v=iwyAxyE2Ajg
623,"""I Need You""",LeAnn Rimes,Romantic,morning,exercising,https://www.youtube.com/watch?v=AA_5sLaTErQ
624,"""Castle on the Hill""",Ed Sheeran,Melancholic,morning,date,https://www.youtube.com/watch?v=K0ibBPhiaG0
625,"""Drive (For Daddy Gene)""",Alan Jackson,Mysterious,evening,cooking,https://www.youtube.com/watch?v=dQe3DKDQRRs
626,"""2 On""",Tinashe featuring ScHoolboy Q,Romantic,morning,commuting,https://www.youtube.com/watch?v=-s7TCuCpB5c
627,"""Fallin'""",Alicia Keys,Joyful,afternoon,relaxing,https://www.youtube.com/watch?v=Urdlvw0SSEc
628,"""Magic""",B.o.B featuring Rivers Cuomo,Joyful,night,commuting,https://www.youtube.com/watch?v=4FlziHpCJFM
629,"""Ghost""",Ella Henderson,Melancholic,evening,exercising,https://www.youtube.com/watch?v=tA8AfQaUnXM
630,"""What Happened to Virgil""",Lil Durk featuring Gunna,Joyful,evening,exercising,https://www.youtube.com/watch?v=PvOYrm_JZc8
631,"""Thank You""",Dido,Mysterious,night,relaxing,https://www.youtube.com/watch?v=1TO48Cnl66w
632,"""Hot""",Young Thug featuring Gunna,Romantic,night,reflecting,https://www.youtube.com/watch?v=leJNDpm_G10
633,"""Oh""",Ciara featuring Ludacris,Empowering,night,cooking,https://www.youtube.com/watch?v=Hr4wz4-27PY
634,"""Wildflower""",Billie Eilish,Nostalgic,night,exercising,https://www.youtube.com/watch?v=l08Zw-RY__Q
635,"""There Goes My Baby""",Usher,Mysterious,afternoon,date,https://www.youtube.com/watch?v=m6urbZyHgO4
636,"""Don't Let Me Down""",The Chainsmokers featuring Daya,Melancholic,morning,exercising,https://www.youtube.com/watch?v=Io0fBr1XBUA
637,"""All of Me""",John Legend,Calm,night,date,https://www.youtube.com/watch?v=450p7goxZqg
638,"""3""",Britney Spears,Nostalgic,afternoon,cooking,https://www.youtube.com/watch?v=oTs6oQx1WJY
639,"""Sweater Weather""",The Neighbourhood,Mysterious,afternoon,reflecting,https://www.youtube.com/watch?v=GCdwKhTtNNw
640,"""Humble and Kind""",Tim McGraw,Calm,evening,commuting,https://www.youtube.com/watch?v=awzNHuGqoMc
641,"""Starting Over""",Chris Stapleton,Excited,evening,date,https://www.youtube.com/watch?v=A3svABDnmio
642,"""IDGAF""",Drake featuring Yeat,Mysterious,afternoon,journaling,https://www.youtube.com/watch?v=fCRCLsJQWUQ
643,"""Hypnotized""",Plies featuring Akon,Empowering,night,reflecting,https://www.youtube.com/watch?v=7LZgSUNnnrw
644,"""Forgot About Dre""",Dr. Dre featuring Eminem,Nostalgic,afternoon,date,https://www.youtube.com/watch?v=QFcv5Ma8u8k
645,"""You Belong with Me""",Taylor Swift,Melancholic,evening,exercising,https://www.youtube.com/watch?v=VuNIsY6JdUw
646,"""Señorita""",Shawn Mendes and Camila Cabello,Romantic,morning,reflecting,https://www.youtube.com/watch?v=Pkh8UtuejGw
647,"""Ex's & Oh's""",Elle King,Joyful,evening,cooking,https://www.youtube.com/watch?v=0uLI6BnVh6w
648,"""I Tried""",Bone Thugs-n-Harmony featuring Akon,Joyful,morning,exercising,https://www.youtube.com/watch?v=q4EiBFUpFXg
649,"""1, 2 Step""",Ciara featuring Missy Elliott,Nostalgic,afternoon,date,https://www.youtube.com/watch?v=iBHNgV6_znU
650,"""Boom Clap""",Charli XCX,Romantic,night,exercising,https://www.youtube.com/watch?v=AOPMlIIg_38
651,"""My Humps""",The Black Eyed Peas,Joyful,afternoon,commuting,https://www.youtube.com/watch?v=iEe_eraFWWs
652,"""Disturbia""",Rihanna,Calm,afternoon,exercising,https://www.youtube.com/watch?v=E1mU6h4Xdxc
653,"""My House""",Flo Rida,Joyful,afternoon,commuting,https://www.youtube.com/watch?v=uo35R9zQsAI
654,"""Exes""",Tate McRae,Melancholic,morning,commuting,https://www.youtube.com/watch?v=YXt0Nw8xWh0
655,"""Feels Like Tonight""",Daughtry,Mysterious,night,exercising,https://www.youtube.com/watch?v=2judm5t9Qdo
656,"""Fe!n""",Travis Scott featuring Playboi Carti,Melancholic,afternoon,date,https://www.youtube.com/watch?v=B9synWjqBn8
657,"""Bottoms Up""",Trey Songz featuring Nicki Minaj,Comforting,afternoon,reflecting,https://www.youtube.com/watch?v=ekAXPCphKXQ
658,"""Mesmerize""",Ja Rule featuring Ashanti,Nostalgic,evening,cooking,https://www.youtube.com/watch?v=VcP96KbFIIU
659,"""If I Can't Have You""",Shawn Mendes,Empowering,evening,cooking,https://www.youtube.com/watch?v=oTJ-oqwxdZY
660,"""Dip It Low""",Christina Milian,Melancholic,morning,date,https://www.youtube.com/watch?v=5z5Mvyp1QHw
661,"""Forever""","Drake featuring Kanye West, Lil Wayne and Eminem",Mysterious,morning,journaling,https://www.youtube.com/watch?v=eDuRoPIOBjE
662,"""Cupid""",Fifty Fifty,Mysterious,evening,cooking,https://www.youtube.com/watch?v=Qc7_zRjH808
663,"""Can't Feel My Face""",The Weeknd,Excited,morning,journaling,https://www.youtube.com/watch?v=KEI4qSrkPAs
664,"""Into You""",Fabolous featuring Tamia,Calm,night,cooking,https://www.youtube.com/watch?v=WY85QiFbfdY
665,"""Don't Let Me Get Me""",Pink,Cathartic,evening,date,https://www.youtube.com/watch?v=asaCQOZpqUQ
666,"""Stargazing""",Myles Smith,Excited,evening,reflecting,https://www.youtube.com/watch?v=tKml80alH3Y
667,"""Thank U, Next""",Ariana Grande,Cathartic,morning,commuting,https://www.youtube.com/watch?v=gl1aHhXnN1k
668,"""Baby Shark""",Pinkfong,Excited,afternoon,commuting,https://www.youtube.com/watch?v=XqZsoesa55w
